Rad,Vobs,errV,Vgas,Vdisk,Vbul,SBdisk,SBbul,g_obs,g_bar
0.76,206.0,16.0,2.44,95.41,277.3,2166.2,3616.11,1.8095488151152743e-09,2.4896088936792297e-09
2.28,214.0,10.0,5.15,214.07,218.08,1233.88,0.0,6.509417910659119e-10,7.992603966359447e-10
3.8,222.0,8.0,8.48,237.47,168.95,307.23,0.0,4.2031201717476283e-10,4.114833037260084e-10
5.33,224.0,8.0,16.65,222.81,142.66,137.83,0.0,3.0508319259484913e-10,2.3923203778407966e-10
6.85,225.0,8.0,22.4,206.17,125.84,63.77,0.0,2.3951014825437493e-10,1.5536716209661227e-10
8.0,222.0,6.0,24.58,191.74,116.44,46.48,0.0,1.9964820815801236e-10,1.1535992084585848e-10
10.28,220.0,3.0,28.49,177.55,102.72,37.35,0.0,1.525814373872421e-10,7.553304539676322e-11
12.56,218.0,2.0,30.21,168.02,92.93,20.51,0.0,1.2262324440770662e-10,5.4373861316487265e-11
14.91,219.0,2.0,36.41,156.39,85.29,11.48,0.0,1.0424615394083985e-10,4.052967924203885e-11
17.15,217.0,2.0,41.69,147.04,79.53,8.58,0.0,8.898253993291356e-11,3.207889921037673e-11
19.39,218.0,2.0,45.72,140.32,74.79,7.31,0.0,7.943001288090743e-11,2.6492243308704263e-11
21.64,220.0,2.0,51.92,136.88,70.8,5.24,0.0,7.248323365715566e-11,2.3321333066582563e-11
24.01,222.0,2.0,56.74,130.88,67.21,2.49,0.0,6.652168535044143e-11,2.0173876280065883e-11
26.25,218.0,3.0,58.35,124.11,64.28,1.28,0.0,5.86723028480303e-11,1.728256536703862e-11
28.5,217.0,3.0,56.74,118.34,61.69,0.89,0.0,5.3545633678928674e-11,1.465237583227432e-11
30.87,207.0,3.0,53.3,113.45,59.28,0.64,0.0,4.4983528278430355e-11,1.2320865598586936e-11
33.12,199.0,3.0,51.34,109.2,57.23,0.4,0.0,3.874942652829802e-11,1.0656612493196786e-11
35.36,191.0,3.0,48.7,105.32,55.39,0.26,0.0,3.343520058740003e-11,9.22511073995904e-12
37.73,193.0,3.0,46.75,101.61,53.62,0.16,0.0,3.199464292916409e-11,8.040045844578469e-12
39.98,192.0,3.0,45.26,98.44,52.09,0.11,0.0,2.98819629177342e-11,7.127640979541471e-12
42.22,194.0,4.0,43.99,95.58,50.69,0.07,0.0,2.8889144802688486e-11,6.372193078923686e-12
44.59,196.0,5.0,42.84,92.77,49.32,0.0,0.0,2.792056003658217e-11,5.698891651886043e-12
