Rad,Vobs,errV,Vgas,Vdisk,Vbul,SBdisk,SBbul,g_obs,g_bar
3.44,285.0,14.4,-0.57,163.4,239.5,560.42,13.23,7.652101681018488e-10,5.040319035093128e-10
3.77,297.0,13.6,-0.57,171.13,229.25,537.66,5.28,7.582649877668957e-10,4.4211542587116895e-10
4.13,303.0,8.47,-0.43,180.88,219.24,507.23,1.94,7.204181739273056e-10,3.9238481982103406e-10
4.47,306.0,5.93,-0.1,188.37,210.91,465.98,0.76,6.788671355586911e-10,3.543813042460523e-10
4.8,307.0,5.93,-0.19,194.64,203.54,438.69,0.3,6.363337652072515e-10,3.2368836585522705e-10
5.13,304.0,8.47,-0.28,200.57,196.88,413.05,0.12,5.83820387643242e-10,2.9847576079198865e-10
5.48,308.0,8.47,-0.38,206.64,190.44,383.91,0.05,5.610096470124203e-10,2.763951600635845e-10
5.83,313.0,12.7,-0.48,211.29,184.57,352.6,0.02,5.445898906657521e-10,2.566372623874875e-10
6.16,314.0,9.32,-0.53,215.14,179.57,340.73,0.01,5.187140825859393e-10,2.405021154660368e-10
6.51,315.0,6.78,3.83,221.84,174.68,329.32,0.0,4.939574885504206e-10,2.2889725370718942e-10
6.86,317.0,8.47,8.02,227.72,170.15,300.88,0.0,4.747269242985915e-10,2.1853167800640744e-10
7.18,320.0,7.63,12.15,231.73,166.32,276.7,0.0,4.621947065347467e-10,2.0925440439697676e-10
7.51,316.0,20.5,16.24,235.48,162.63,259.76,0.0,4.30907132860571e-10,2.0067420880367502e-10
7.85,318.0,23.4,20.27,239.96,159.08,241.28,0.0,4.1747842664708106e-10,1.9368625251510293e-10
8.21,321.0,8.48,24.66,243.42,155.54,214.54,0.0,4.0673951134812756e-10,1.861953935369806e-10
8.57,323.0,8.66,27.1,245.15,152.23,187.05,0.0,3.9452422700382937e-10,1.7775297113681133e-10
8.9,321.0,12.7,29.42,245.8,149.38,167.67,0.0,3.75205773951475e-10,1.7002958095751088e-10
9.24,323.0,11.0,31.74,245.24,146.61,150.42,0.0,3.659169508033353e-10,1.6177556654867303e-10
9.6,323.0,10.4,34.31,244.14,143.83,136.11,0.0,3.5219506514821026e-10,1.5346539555418097e-10
9.93,322.0,13.6,36.63,243.64,141.42,126.37,0.0,3.3838565951687545e-10,1.4693397348668936e-10
10.27,321.0,13.6,38.95,243.6,139.06,118.7,0.0,3.2515398132114196e-10,1.4112997725278832e-10
10.6,323.0,9.32,41.02,243.38,136.88,108.16,0.0,3.1896911560592626e-10,1.357912408370866e-10
10.93,322.0,11.9,43.22,243.08,134.8,97.33,0.0,3.074263128090186e-10,1.3085169592651205e-10
11.27,321.0,11.0,45.42,242.44,132.75,86.07,0.0,2.9630269637694125e-10,1.2591404361834255e-10
12.31,323.0,4.24,52.25,237.3,127.02,60.76,0.0,2.746606519433646e-10,1.1104358794296437e-10
14.35,319.0,4.24,56.77,222.06,117.64,30.36,0.0,2.2981529012241352e-10,8.483744414984254e-11
16.4,308.0,4.24,51.89,207.98,110.04,19.68,0.0,1.8745932107488193e-10,6.480881458609924e-11
18.48,299.0,5.66,48.35,196.87,103.67,11.59,0.0,1.5677971282562364e-10,5.127700090049269e-11
20.57,299.0,5.66,54.45,185.72,98.26,7.0,0.0,1.4085022328719128e-10,4.248978482972238e-11
22.51,298.0,5.66,63.61,176.98,93.93,4.66,0.0,1.2785169438722618e-10,3.72641873791314e-11
24.59,296.0,5.66,66.17,168.93,89.87,3.04,0.0,1.1547137790531645e-10,3.20266134411427e-11
26.68,293.0,4.24,61.9,161.21,86.28,1.15,0.0,1.0427948323231373e-10,2.6767900327994032e-11
28.77,289.0,4.24,58.85,153.59,83.08,0.69,0.0,9.408172647785372e-11,2.2630109492138642e-11
30.7,289.0,4.24,57.01,147.56,80.43,0.41,0.0,8.816714237028833e-11,1.9703733639400762e-11
32.79,288.0,4.24,57.38,141.95,77.82,0.23,0.0,8.197718738227447e-11,1.7401306905484225e-11
34.88,285.0,4.24,60.43,136.82,75.46,0.13,0.0,7.546797529444839e-11,1.5792842638598242e-11
36.96,283.0,2.83,64.09,132.38,73.3,0.07,0.0,7.02247761238206e-11,1.4582439960622234e-11
38.9,275.0,2.83,66.9,128.66,71.45,0.04,0.0,6.300358195456494e-11,1.3601175407719414e-11
40.99,272.0,2.83,68.61,124.87,69.61,0.02,0.0,5.849373383469932e-11,1.2567390273349098e-11
43.08,271.0,2.83,68.98,121.52,67.9,0.01,0.0,5.524746328551161e-11,1.1561700231144668e-11
45.16,274.0,4.24,67.76,118.47,66.31,0.01,0.0,5.387616164151225e-11,1.053963665854516e-11
47.1,277.0,4.24,65.19,115.75,64.93,0.0,0.0,5.279442763044032e-11,9.564014985207823e-12
49.19,281.0,4.24,62.26,113.11,63.54,0.0,0.0,5.2021787663054604e-11,8.630247145115974e-12
51.27,286.0,4.24,60.55,110.59,62.24,0.0,0.0,5.1703292920148896e-11,7.89686250172802e-12
53.36,282.0,4.24,60.55,108.3,61.01,0.0,0.0,4.829830064745377e-11,7.37089107660612e-12
55.3,283.0,4.24,62.39,106.31,59.93,0.0,0.0,4.693504024478137e-11,7.066155067244006e-12
57.38,288.0,5.66,64.95,104.23,58.83,0.0,0.0,4.6846148035287206e-11,6.818811524921991e-12
59.47,287.0,5.66,67.27,102.32,57.79,0.0,0.0,4.48864552437785e-11,6.592576098344475e-12
61.56,289.0,7.07,68.49,100.51,56.8,0.0,0.0,4.396899400207686e-11,6.317507631613657e-12
63.64,294.0,7.07,68.73,98.76,55.86,0.0,0.0,4.4016341720147675e-11,6.001256868676855e-12
