Rad,Vobs,errV,Vgas,Vdisk,Vbul,SBdisk,SBbul,g_obs,g_bar
0.47,22.2,2.81,-3.85,16.14,0.0,82.49,0.0,3.398267372902338e-11,7.959029858213824e-12
0.95,43.4,3.47,-1.38,24.37,0.0,52.72,0.0,6.425476041471441e-11,1.0064975230168946e-11
1.42,60.2,3.04,-0.63,30.01,0.0,40.22,0.0,8.27092519576634e-11,1.0267864866253251e-11
1.9,69.6,2.05,8.67,34.64,0.0,31.23,0.0,8.262554423818274e-11,1.1515575331128203e-11
2.37,72.5,2.0,11.4,38.52,0.0,22.7,0.0,7.187487823989248e-11,1.1921899898752364e-11
2.84,74.3,2.02,11.54,39.29,0.0,15.52,0.0,6.29953861353298e-11,1.0327401062832388e-11
3.3,75.8,2.01,12.92,40.32,0.0,11.35,0.0,5.6425306422934103e-11,9.621948348021625e-12
3.78,77.2,2.05,16.18,39.87,0.0,7.3,0.0,5.10966297446502e-11,9.058757017022718e-12
4.25,79.3,2.08,18.85,39.64,0.0,4.23,0.0,4.795201919323122e-11,8.700442381053809e-12
4.73,81.3,2.08,23.39,37.47,0.0,2.11,0.0,4.528656757940499e-11,8.558209867407746e-12
5.2,81.6,2.03,23.16,35.37,0.0,1.36,0.0,4.14979295172287e-11,7.241297273386823e-12
5.67,82.1,2.02,23.39,33.69,0.0,0.93,0.0,3.852589265227899e-11,6.370675630876172e-12
6.15,82.9,2.0,22.11,32.23,0.0,0.61,0.0,3.621457560994628e-11,5.312973353137778e-12
6.62,83.2,2.0,22.46,30.9,0.0,0.37,0.0,3.3887389776640017e-11,4.806617122342844e-12
7.1,83.5,2.02,26.07,29.56,0.0,0.21,0.0,3.1824680851305096e-11,5.096429884136919e-12
7.57,83.8,2.0,25.72,28.4,0.0,0.17,0.0,3.006364348347388e-11,4.558489567639369e-12
8.04,84.3,2.0,26.3,27.44,0.0,0.12,0.0,2.8644982109839434e-11,4.3055881140090866e-12
