Rad,Vobs,errV,Vgas,Vdisk,Vbul,SBdisk,SBbul,g_obs,g_bar
0.34,13.5,10.1,4.08,44.78,0.0,329.95,0.0,1.737153016456731e-11,9.715385445133949e-11
0.67,31.3,12.5,7.65,48.88,0.0,91.07,0.0,4.7387448695243797e-11,6.061465067134518e-11
1.0,35.3,13.4,10.36,46.82,0.0,36.28,0.0,4.0383026654267936e-11,3.8999077784724655e-11
1.34,50.5,9.38,11.92,43.88,0.0,16.86,0.0,6.16775924195641e-11,2.6719828613034538e-11
1.68,61.0,10.1,12.33,40.74,0.0,8.72,0.0,7.177940320204026e-11,1.894124961259661e-11
2.01,66.5,11.9,12.44,38.01,0.0,4.56,0.0,7.130117519914187e-11,1.4142271479837815e-11
2.34,74.4,11.6,12.54,35.66,0.0,2.91,0.0,7.666188055758707e-11,1.0983602081287799e-11
2.67,83.0,9.17,12.44,33.66,0.0,1.6,0.0,8.3616960781039e-11,8.754369288295755e-12
3.01,86.4,7.66,12.13,31.74,0.0,0.88,0.0,8.037304906439541e-11,7.007519831947673e-12
3.35,83.6,8.18,12.02,29.95,0.0,0.43,0.0,6.761097560108015e-11,5.736485524318103e-12
3.68,79.8,7.93,12.54,28.46,0.0,0.24,0.0,5.607992431967288e-11,4.951324244459779e-12
4.02,82.8,6.95,13.47,27.13,0.0,0.13,0.0,5.5269314147468466e-11,4.42954348794806e-12
4.35,83.5,7.19,14.61,25.93,0.0,0.07,0.0,5.194373196419912e-11,4.09481440617637e-12
4.68,80.4,7.85,15.44,24.93,0.0,0.04,0.0,4.476264071579192e-11,3.802694756417896e-12
5.02,80.3,7.57,15.86,24.0,0.0,0.02,0.0,4.1627164405978e-11,3.4831250234930977e-12
5.35,82.1,7.92,15.86,23.2,0.0,0.01,0.0,4.08302451099854e-11,3.153911866914172e-12
5.69,82.4,8.33,15.65,22.42,0.0,0.01,0.0,3.867155288541605e-11,2.8264305644786762e-12
6.03,80.9,7.88,15.44,21.74,0.0,0.0,0.0,3.517460150037467e-11,2.551280117265277e-12
6.36,79.0,6.15,15.65,21.15,0.0,0.0,0.0,3.1801420673967055e-11,2.3876989192012517e-12
6.69,81.4,6.11,16.27,20.57,0.0,0.0,0.0,3.20975694231782e-11,2.307179806574971e-12
7.02,79.7,5.59,17.1,20.07,0.0,0.0,0.0,2.932438991447971e-11,2.279682565647608e-12
7.36,77.5,6.33,17.83,19.59,0.0,0.0,0.0,2.644691659011527e-11,2.244737003434556e-12
7.7,79.9,6.41,17.93,19.12,0.0,0.0,0.0,2.6869048564805572e-11,2.1223825690712407e-12
8.03,81.5,7.86,18.24,18.72,0.0,0.0,0.0,2.6807056337160242e-11,2.0498707926064437e-12
8.37,82.2,7.82,18.65,18.33,0.0,0.0,0.0,2.616180064226552e-11,1.9971910262491696e-12
8.7,82.0,7.09,18.97,17.95,0.0,0.0,0.0,2.504712637436085e-11,1.9406015477853557e-12
9.03,84.7,5.74,19.38,17.62,0.0,0.0,0.0,2.5747112177532923e-11,1.9050492182139647e-12
9.37,86.1,5.54,19.59,17.3,0.0,0.0,0.0,2.5639890544426432e-11,1.8449030175812086e-12
9.7,85.3,5.23,19.9,16.98,0.0,0.0,0.0,2.4309486375142465e-11,1.8047138115606016e-12
10.04,86.5,6.45,19.9,16.69,0.0,0.0,0.0,2.4151713986360993e-11,1.7278390703220155e-12
