Rad,Vobs,errV,Vgas,Vdisk,Vbul,SBdisk,SBbul,g_obs,g_bar
0.63,262.0,73.6,-0.79,82.82,389.26,1981.83,3538.94,3.5311119615879972e-09,5.632541043575162e-09
0.79,250.0,55.5,-0.85,98.9,366.12,1833.29,1444.35,2.563907666107936e-09,4.0497672536270126e-09
0.95,241.0,42.9,-0.88,113.48,343.54,1695.88,614.37,1.981344230949387e-09,3.0378687400727362e-09
1.11,234.0,31.9,-0.87,126.74,322.48,1568.78,245.76,1.5986676648745345e-09,2.359815838136663e-09
1.27,228.0,28.8,-0.8,138.83,303.96,1451.19,56.22,1.3265249654275829e-09,1.8962494114353135e-09
1.43,225.0,24.2,-0.68,149.76,286.96,1332.14,9.44,1.147303857022705e-09,1.5604645882165467e-09
1.59,222.0,12.2,-0.44,159.73,272.22,1252.07,1.58,1.0045192863296219e-09,1.3172902124088217e-09
1.9,221.0,6.34,0.78,176.94,249.03,1066.65,0.05,8.330679015839864e-10,1.0074670077702083e-09
2.06,221.0,12.2,1.08,185.04,239.17,987.42,0.01,7.683635985483369e-10,8.992795885805736e-10
2.22,222.0,16.9,1.32,192.44,230.43,907.47,0.0,7.194530023712155e-10,8.129233342793818e-10
2.38,222.0,26.0,1.56,199.32,222.52,828.95,0.0,6.710864139765121e-10,7.424825529972397e-10
2.79,221.0,13.1,2.09,211.11,205.57,608.92,0.0,5.67322226885152e-10,6.024992201544977e-10
2.86,221.0,11.8,2.18,212.46,203.04,578.56,0.0,5.534367178355154e-10,5.827969013808422e-10
3.02,220.0,22.9,2.37,214.79,197.59,513.59,0.0,5.193831709737909e-10,5.408694799331406e-10
4.17,205.0,8.45,2.86,211.54,168.15,210.33,0.0,3.266037162124391e-10,3.2776838506445266e-10
5.56,190.0,13.3,-1.54,194.36,145.62,128.85,0.0,2.1041750425822225e-10,1.9659850824593268e-10
6.96,190.0,8.87,-5.89,186.95,130.15,94.62,0.0,1.68092144206281e-10,1.3641899732448643e-10
8.35,198.0,3.19,-6.18,182.36,118.83,73.26,0.0,1.52157498543244e-10,1.0274935616820663e-10
9.73,204.0,2.56,5.96,181.71,110.08,49.74,0.0,1.3861076149125723e-10,8.335799970740425e-11
11.14,204.0,1.09,14.87,174.04,102.88,28.48,0.0,1.21066670494608e-10,6.625585264033907e-11
12.51,201.0,0.57,22.04,166.83,97.08,22.2,0.0,1.0466085059447752e-10,5.439912152643787e-11
13.88,203.0,0.75,28.09,161.75,92.17,16.63,0.0,9.621705602303991e-11,4.627051952355071e-11
15.35,202.0,0.89,32.2,157.11,87.64,10.43,0.0,8.614772517755403e-11,3.959694928900234e-11
16.72,198.0,1.58,34.45,151.02,83.97,5.62,0.0,7.598774598301959e-11,3.397002553911916e-11
18.08,195.0,1.5,34.96,144.44,80.75,2.73,0.0,6.815853567519104e-11,2.907031390001009e-11
19.45,194.0,2.16,34.55,137.88,77.86,1.14,0.0,6.27094958133423e-11,2.489764166464616e-11
20.92,192.0,6.21,33.63,131.28,75.07,0.0,0.0,5.710711651295474e-11,2.1212309432708604e-11
22.92,190.0,3.14,31.78,123.21,71.72,0.0,0.0,5.104368776944658e-11,1.7251566486945537e-11
25.02,191.0,14.6,29.63,116.76,68.65,0.0,0.0,4.7252945354534967e-11,1.4239431700323491e-11
29.23,193.0,18.6,26.35,106.8,63.51,0.0,0.0,4.129859314804519e-11,1.0223374288989419e-11
