Rad,Vobs,errV,Vgas,Vdisk,Vbul,SBdisk,SBbul,g_obs,g_bar
5.03,214.0,6.0,0.0,178.85,0.0,374.65,0.0,2.9505910211337557e-10,1.0304557882632736e-10
7.55,220.0,6.0,0.0,207.41,0.0,244.19,0.0,2.0775326838951636e-10,9.232767314383512e-11
10.07,235.0,4.0,0.0,227.06,0.0,167.7,0.0,1.7772794070314278e-10,8.296047990418818e-11
12.58,235.0,4.0,16.93,232.81,0.0,90.71,0.0,1.4226711946587028e-10,7.055231373063398e-11
15.1,230.0,2.0,24.45,224.63,0.0,54.89,0.0,1.1353458572113033e-10,5.543046271130011e-11
17.61,231.0,2.0,31.1,217.25,0.0,36.13,0.0,9.820058131265108e-11,4.520894700758045e-11
20.13,232.0,2.0,42.26,208.93,0.0,21.37,0.0,8.665261028456545e-11,3.8013198104888664e-11
22.65,225.0,7.0,53.67,198.38,0.0,12.2,0.0,7.243463644779109e-11,3.227584539352796e-11
25.16,224.0,7.0,49.79,187.6,0.0,7.37,0.0,6.463010399564969e-11,2.585915701514209e-11
27.68,229.0,2.0,54.3,177.97,0.0,4.72,0.0,6.139801544249095e-11,2.199368733278572e-11
30.2,218.0,2.0,64.08,169.55,0.0,3.15,0.0,5.0998276482145535e-11,1.983083031316025e-11
32.71,214.0,2.0,61.58,162.23,0.0,2.08,0.0,4.5372891581482085e-11,1.6794769329400924e-11
35.23,213.0,2.0,64.96,155.53,0.0,1.3,0.0,4.173457723707488e-11,1.5007661663296367e-11
37.75,211.0,2.0,61.95,149.39,0.0,0.8,0.0,3.822059199161016e-11,1.2874254176150657e-11
40.26,217.0,2.0,63.21,143.82,0.0,0.5,0.0,3.79048822615367e-11,1.1541231525079597e-11
42.78,216.0,3.0,60.7,138.81,0.0,0.31,0.0,3.5344038932303386e-11,1.0089442901296723e-11
45.29,215.0,3.0,60.57,134.25,0.0,0.2,0.0,3.307684316149722e-11,9.073506628905585e-12
47.81,217.0,5.0,60.07,130.16,0.0,0.12,0.0,3.1919066300971917e-11,8.187843246409427e-12
50.33,214.0,5.0,62.33,126.52,0.0,0.0,0.0,2.948832274250505e-11,7.655195949962619e-12
