Rad,Vobs,errV,Vgas,Vdisk,Vbul,SBdisk,SBbul,g_obs,g_bar
1.74,87.5,9.4,11.85,126.23,0.0,363.15,0.0,1.4259894505034225e-10,1.5100222894244623e-10
3.5,106.0,7.1,22.09,136.2,0.0,106.15,0.0,1.0403827457712973e-10,9.040096513848036e-11
5.24,116.0,5.3,28.99,123.81,0.0,34.23,0.0,8.32212330643274e-11,5.260006292396371e-11
6.98,125.0,5.7,34.81,109.91,0.0,11.25,0.0,7.254609800233772e-11,3.3669933198028e-11
8.72,126.0,4.4,36.96,98.62,0.0,3.98,0.0,5.90029954213438e-11,2.314999323891276e-11
10.47,123.0,4.4,36.75,89.83,0.0,2.58,0.0,4.682879644490101e-11,1.666904872040236e-11
12.31,118.0,4.6,34.7,83.14,0.0,1.42,0.0,3.665687313843139e-11,1.2268678971976885e-11
14.52,115.0,6.4,34.16,76.18,0.0,0.61,0.0,2.9517428450225e-11,9.080881854363453e-12
17.07,122.0,15.2,34.92,70.2,0.0,0.41,0.0,2.8257620944212685e-11,6.993070880617169e-12
31.82,121.0,10.2,33.73,50.64,0.0,0.0,0.0,1.491145492907312e-11,2.4646194737802262e-12
34.61,118.0,10.4,32.54,48.51,0.0,0.0,0.0,1.3038026822712812e-11,2.0932209820343177e-12
37.16,113.0,10.5,31.57,46.75,0.0,0.0,0.0,1.1136036263052947e-11,1.822237300970817e-12
