Rad,Vobs,errV,Vgas,Vdisk,Vbul,SBdisk,SBbul,g_obs,g_bar
0.62,35.1,4.01,0.82,71.2,0.0,1873.58,0.0,6.43979434358734e-11,1.3252656744908183e-10
1.23,64.6,4.19,1.0,112.64,0.0,1393.4,0.0,1.0995358131456316e-10,1.6717375005711163e-10
1.83,80.1,6.32,2.09,139.71,0.0,1127.85,0.0,1.1362225318130614e-10,1.729090367498659e-10
2.47,113.0,10.4,3.39,159.08,0.0,925.97,0.0,1.6753648078342e-10,1.6616820671046563e-10
3.08,136.0,7.59,2.17,171.23,0.0,805.41,0.0,1.9461510956853288e-10,1.5430071325503676e-10
3.68,150.0,7.75,0.18,180.9,0.0,736.52,0.0,1.9814547289160243e-10,1.440952398347663e-10
4.32,171.0,9.19,0.0,190.21,0.0,674.92,0.0,2.1936024818919667e-10,1.357070480014781e-10
4.91,192.0,9.16,0.2,198.61,0.0,662.92,0.0,2.433158609879864e-10,1.3017904183829796e-10
5.53,197.0,9.96,0.2,213.09,0.0,650.45,0.0,2.2743472597481802e-10,1.3305194629009704e-10
6.17,195.0,12.4,0.0,230.24,0.0,650.0,0.0,1.9972549838046254e-10,1.3921814679206283e-10
6.78,196.0,7.09,0.58,253.17,0.0,639.7,0.0,1.8362504012259576e-10,1.5318590520680484e-10
7.38,216.0,5.99,2.58,275.53,0.0,565.76,0.0,2.0488048584335213e-10,1.667159045716226e-10
8.0,225.0,5.24,0.0,287.96,0.0,471.02,0.0,2.0508056444280852e-10,1.679553344105526e-10
8.62,240.0,6.15,0.0,290.86,0.0,408.2,0.0,2.1655323329665992e-10,1.590304152412224e-10
9.23,247.0,4.37,7.92,295.63,0.0,389.51,0.0,2.142109465885113e-10,1.536518236577966e-10
9.85,254.0,6.48,16.06,302.1,0.0,358.51,0.0,2.1226610829551998e-10,1.5098454657918874e-10
10.43,257.0,7.41,21.24,307.81,0.0,328.15,0.0,2.0522553338695734e-10,1.4859931808669542e-10
11.05,273.0,5.38,23.48,312.49,0.0,295.55,0.0,2.1858103140403703e-10,1.448124202000152e-10
11.67,272.0,5.98,24.19,316.07,0.0,269.2,0.0,2.0545485431742288e-10,1.4033734716128668e-10
12.19,270.0,20.9,23.78,319.44,0.0,249.24,0.0,1.9380870405095603e-10,1.3714543334441237e-10
12.91,279.0,9.4,22.46,323.2,0.0,220.87,0.0,1.9540317638250185e-10,1.32376349130074e-10
14.56,287.0,10.8,23.48,326.62,0.0,154.04,0.0,1.833377399277134e-10,1.19952509906898e-10
16.63,291.0,10.0,24.49,316.26,0.0,98.46,0.0,1.6502250814981315e-10,9.862639234213599e-11
17.77,286.0,9.67,24.49,310.12,0.0,85.89,0.0,1.4917432909488095e-10,8.879218644728236e-11
18.49,288.0,6.96,26.12,307.21,0.0,77.89,0.0,1.4537760812681341e-10,8.390489133572299e-11
20.24,289.0,6.63,41.26,301.54,0.0,61.63,0.0,1.3373178215256185e-10,7.552036238825525e-11
22.62,288.0,10.0,55.9,294.39,0.0,42.2,0.0,1.1883430478624137e-10,6.655997042494386e-11
24.89,269.0,8.23,53.66,286.32,0.0,25.35,0.0,9.421696673396012e-11,5.711918002306215e-11
27.06,267.0,7.11,52.14,273.02,0.0,13.51,0.0,8.537764774648528e-11,4.789136423488485e-11
29.13,272.0,5.36,47.05,261.41,0.0,8.93,0.0,8.230889632283986e-11,4.047502657094023e-11
31.3,274.0,5.78,45.53,250.43,0.0,5.08,0.0,7.77331456782969e-11,3.461377308759844e-11
33.46,259.0,5.81,50.92,239.85,0.0,2.15,0.0,6.497152287801424e-11,3.037078746872603e-11
35.53,272.0,6.69,49.39,229.51,0.0,0.6,0.0,6.748263861199902e-11,2.6248024776587642e-11
37.7,274.0,6.39,46.04,219.93,0.0,0.46,0.0,6.453706789736586e-11,2.261177161445e-11
39.87,272.0,5.59,49.19,212.13,0.0,0.19,0.0,6.013689866777842e-11,2.0255256293833344e-11
41.93,266.0,8.82,49.09,205.47,0.0,0.0,0.0,5.468747422858103e-11,1.8177725460958385e-11
