Rad,Vobs,errV,Vgas,Vdisk,Vbul,SBdisk,SBbul,g_obs,g_bar
0.32,284.0,34.7,-3.24,26.79,189.88,1402.59,19827.42,8.168384200345266e-09,2.591250610517042e-09
0.63,282.0,18.8,-2.41,50.47,292.13,1303.47,10165.91,4.0907894008700525e-09,3.1381936139377487e-09
0.95,281.0,12.6,-0.21,72.14,320.6,1208.5,5354.8,2.6936334054164798e-09,2.543196352315545e-09
1.26,280.0,10.6,2.45,90.82,326.59,1123.1,3300.36,2.016484891530935e-09,2.0265893936688993e-09
1.58,280.0,10.8,3.54,108.12,325.9,1041.27,2103.94,1.6080828881828973e-09,1.6451070645224911e-09
1.89,279.0,7.67,4.4,123.29,320.4,967.69,1429.43,1.3347380989937032e-09,1.3628228646476532e-09
2.21,279.0,11.2,5.23,137.43,313.32,897.18,1006.49,1.1414728538905428e-09,1.146582595436196e-09
2.52,279.0,4.45,6.01,149.84,305.5,833.78,748.35,1.0010535742452774e-09,9.850079602852488e-10
2.84,279.0,5.03,6.75,161.33,297.22,773.03,612.35,8.882588053162321e-10,8.546648966677941e-10
3.15,279.0,4.26,7.48,171.56,290.7,718.39,534.72,8.00842859396222e-10,7.605739668156334e-10
3.47,279.0,4.14,8.19,181.11,286.88,666.05,422.4,7.269899155902303e-10,6.918418077937809e-10
3.79,279.0,5.73,8.9,189.8,283.42,617.52,288.59,6.656081812923745e-10,6.355010636143874e-10
4.1,280.0,4.52,9.6,197.34,279.37,573.89,189.15,6.197002349582874e-10,5.864784186111573e-10
4.42,280.0,4.86,10.25,204.41,274.03,532.06,95.7,5.748350595766918e-10,5.393587559227783e-10
4.73,280.0,1.59,10.97,210.6,267.5,487.58,49.26,5.371608801964012e-10,4.959549943297075e-10
5.05,281.0,1.85,11.69,215.35,260.4,441.24,24.96,5.067231158704269e-10,4.542878161783456e-10
5.36,282.0,4.81,12.31,218.91,253.49,408.32,12.96,4.80820395997786e-10,4.1774827823198645e-10
5.68,282.0,20.3,13.02,222.04,246.69,380.67,6.52,4.537319229838263e-10,3.846689220373307e-10
5.99,283.0,12.8,13.74,224.98,240.45,359.58,3.4,4.3330679892093647e-10,3.5690842745086256e-10
6.31,284.0,8.08,14.46,228.22,234.35,341.54,1.71,4.1424452363082175e-10,3.3227089407074766e-10
6.62,284.0,7.81,15.07,231.93,228.92,326.7,0.89,3.9484636617983157e-10,3.1235787994721555e-10
6.94,285.0,10.4,15.79,235.94,223.68,306.23,0.45,3.7929725911676655e-10,2.9468716890221123e-10
7.57,286.0,6.82,17.23,242.45,214.14,257.47,0.12,3.5017540660713793e-10,2.6451536759897105e-10
7.89,287.0,13.4,17.95,243.91,209.75,227.66,0.06,3.38326678497783e-10,2.499991785703733e-10
8.2,287.0,10.5,18.77,244.06,205.73,209.07,0.03,3.2553627967652535e-10,2.3619091028659136e-10
8.31,288.0,2.93,18.97,244.14,204.35,204.24,0.02,3.2346955165641153e-10,2.3162515076059512e-10
8.52,288.0,5.58,19.59,244.43,201.86,197.13,0.02,3.1549671059445776e-10,2.2358334978925253e-10
8.83,288.0,5.74,20.3,245.34,198.26,187.41,0.01,3.0442038213644163e-10,2.1295504655336582e-10
9.15,288.0,7.0,21.12,245.9,194.78,171.33,0.0,2.937739862584459e-10,2.0272379015811036e-10
9.78,289.0,12.7,22.56,245.25,188.37,138.98,0.0,2.767618886265697e-10,1.8364752208950617e-10
10.1,289.0,3.89,23.18,244.0,185.3,127.27,0.0,2.6799319512552987e-10,1.7436218946619134e-10
11.04,288.0,5.02,25.23,239.18,177.32,102.81,0.0,2.4348115708920113e-10,1.5044307100374384e-10
11.36,288.0,3.39,25.74,237.64,174.8,97.25,0.0,2.3662253294584334e-10,1.4346000018400115e-10
11.67,288.0,10.7,26.35,236.26,172.47,92.94,0.0,2.3033693009980976e-10,1.3725643626349472e-10
13.57,285.0,4.07,29.02,230.28,159.94,69.68,0.0,1.9398105956303316e-10,1.0809721326206151e-10
13.88,284.0,8.92,29.38,229.01,158.15,65.64,0.0,1.883200968379312e-10,1.0412047196057103e-10
14.2,284.0,5.69,29.84,228.03,156.35,61.84,0.0,1.840762636697525e-10,1.0042077673461883e-10
16.61,278.0,9.14,32.61,219.86,144.57,45.35,0.0,1.5078891429578685e-10,7.777667640864392e-11
19.35,273.0,6.1,35.69,212.46,133.94,26.39,0.0,1.2482275953563872e-10,6.09657550832919e-11
22.19,269.0,2.26,39.89,201.82,125.08,19.6,0.0,1.0568095096927747e-10,4.806163721123098e-11
24.92,265.0,1.32,44.61,194.49,118.03,14.04,0.0,9.132573259930627e-11,3.9865992284186747e-11
27.66,262.0,3.15,49.22,187.22,112.03,9.81,0.0,8.042662819235134e-11,3.366588220148973e-11
30.5,257.0,4.71,51.48,179.93,106.69,6.71,0.0,7.018040371232673e-11,2.848222326002368e-11
33.23,252.0,4.96,51.89,173.14,102.21,4.38,0.0,6.193272585905725e-11,2.437569333800357e-11
35.96,247.0,2.58,50.25,166.11,98.25,2.89,0.0,5.4982398137151265e-11,2.079873055443979e-11
38.8,242.0,2.52,48.3,159.33,94.59,1.9,0.0,4.891572122093883e-11,1.7781689993407143e-11
41.54,238.0,2.3,47.17,153.43,91.42,1.28,0.0,4.419131008678831e-11,1.5482813563254437e-11
44.27,235.0,0.63,47.68,147.95,88.55,0.87,0.0,4.042738565350459e-11,1.369425468323367e-11
47.11,236.0,1.4,49.73,142.73,85.84,0.58,0.0,3.8314252458848686e-11,1.225659375241112e-11
49.84,239.0,2.07,50.56,138.21,83.46,0.39,0.0,3.7142165694588636e-11,1.1043108736826922e-11
52.58,242.0,2.63,49.43,133.98,81.25,0.26,0.0,3.6096043807006977e-11,9.886126565510411e-12
55.42,245.0,1.64,49.12,129.96,79.14,0.18,0.0,3.510064541318565e-11,8.912887409133115e-12
58.15,247.0,1.31,50.56,126.43,77.26,0.12,0.0,3.4001152829096465e-11,8.207537646077954e-12
60.89,246.0,2.14,53.22,123.2,75.51,0.08,0.0,3.2208736986573404e-11,7.67095516688533e-12
63.62,243.0,4.0,53.84,120.17,73.87,0.05,0.0,3.007934239120929e-11,7.10042612685525e-12
66.46,239.0,4.67,53.63,117.27,72.27,0.04,0.0,2.7853829946107403e-11,6.538304098649245e-12
69.19,234.0,5.12,53.12,114.7,70.83,0.02,0.0,2.564707483755938e-11,6.047644336280293e-12
71.93,230.0,2.1,53.02,112.26,69.47,0.02,0.0,2.3833897461268842e-11,5.627562023422255e-12
74.77,228.0,1.32,53.32,109.91,68.14,0.01,0.0,2.2531586279163175e-11,5.258960038099786e-12
77.5,228.0,1.6,54.04,107.81,66.93,0.01,0.0,2.1737892981845556e-11,4.962597833198359e-12
80.23,227.0,3.16,54.66,105.81,65.78,0.01,0.0,2.081442303781267e-11,4.691515585202438e-12
83.07,226.0,3.48,54.96,103.86,64.64,0.0,0.0,1.9926091611173586e-11,4.423596285758833e-12
85.81,224.0,3.71,54.86,102.09,63.6,0.0,0.0,1.8949929105355388e-11,4.174103954487119e-12
88.54,222.0,1.49,54.35,100.4,62.62,0.0,0.0,1.8039142368015574e-11,3.930693976335813e-12
