Rad,Vobs,errV,Vgas,Vdisk,Vbul,SBdisk,SBbul,g_obs,g_bar
1.33,175.0,13.6,0.0,53.18,236.8,581.62,2991.9,7.462320733461519e-10,9.908993160330052e-10
2.34,237.0,3.65,0.0,84.9,258.48,514.34,1233.0,7.779116749478096e-10,6.97630955759924e-10
3.33,247.0,3.81,0.0,110.89,258.69,455.95,695.85,5.937438549585463e-10,5.157282473352133e-10
4.34,242.0,3.56,0.0,133.39,255.32,403.21,384.39,4.3731105607659605e-10,4.071752266567022e-10
5.35,240.0,4.2,0.11,152.34,247.96,356.56,251.03,3.4891380766676793e-10,3.309996461000051e-10
6.34,233.0,4.59,0.0,168.35,242.98,316.08,149.16,2.775057837108231e-10,2.8368758313886986e-10
7.34,233.0,4.63,0.0,182.51,235.83,279.86,69.12,2.396984562297845e-10,2.4542502043694456e-10
8.32,247.0,6.41,1.96,192.78,226.67,230.3,32.44,2.376402688716297e-10,2.1248686704543883e-10
9.34,248.0,7.64,15.34,198.8,216.7,211.43,14.68,2.1340566322240509e-10,1.8343802653946732e-10
10.38,242.0,9.05,25.14,207.14,206.98,188.77,6.55,1.8284489242508927e-10,1.6258225922857432e-10
11.36,252.0,12.5,33.65,211.69,198.54,161.01,3.07,1.811641267866613e-10,1.4586742640211802e-10
12.34,245.0,8.72,41.56,213.57,190.81,145.9,1.44,1.5764001367899099e-10,1.3136245503802304e-10
13.32,247.0,4.44,48.79,217.57,183.83,140.98,0.68,1.4843596373963658e-10,1.2093129662623716e-10
14.3,238.0,9.29,54.63,223.69,177.48,132.1,0.32,1.2837112035001304e-10,1.1343282805395746e-10
15.47,249.0,9.98,60.46,231.69,170.69,115.4,0.13,1.2988465207293902e-10,1.0660863555222878e-10
16.35,250.0,6.15,63.83,234.56,166.06,99.41,0.06,1.238830003807504e-10,1.0086377921640572e-10
17.92,253.0,6.96,68.08,238.09,158.63,84.92,0.02,1.1575839373386004e-10,9.149548989112056e-11
19.1,258.0,15.4,69.27,241.54,153.66,72.44,0.01,1.1294200662666288e-10,8.56805977426427e-11
22.52,254.0,6.51,67.69,240.74,141.52,36.49,0.0,9.284285820208134e-11,6.846987698524923e-11
26.05,256.0,7.73,66.4,225.1,131.58,17.4,0.0,8.153079138074733e-11,5.2080470811191724e-11
29.48,255.0,8.5,63.14,208.87,123.68,9.64,0.0,7.14829285378823e-11,4.0133465245286715e-11
33.0,244.0,5.75,61.55,195.11,116.89,7.64,0.0,5.846758660820734e-11,3.180544891370706e-11
36.43,246.0,4.24,65.91,185.57,111.25,6.5,0.0,5.383447694516757e-11,2.688862416173913e-11
