Rad,Vobs,errV,Vgas,Vdisk,Vbul,SBdisk,SBbul,g_obs,g_bar
0.87,47.1,8.2,2.5,39.16,0.0,160.21,0.0,8.263651936369104e-11,2.8794614543924424e-11
1.74,65.9,6.6,5.78,48.78,0.0,95.41,0.0,8.088556728869575e-11,2.2781423072076184e-11
2.61,76.1,5.6,11.64,56.83,0.0,69.97,0.0,7.190817406824425e-11,2.1733262544700257e-11
3.5,85.7,5.6,13.9,59.49,0.0,54.44,0.0,6.800534596377567e-11,1.8173735158902573e-11
4.37,96.6,5.2,17.89,65.42,0.0,44.82,0.0,6.920257755382874e-11,1.8242845718029863e-11
5.24,99.3,5.2,23.49,68.37,0.0,36.54,0.0,6.098410645202658e-11,1.786763182702026e-11
6.11,103.0,5.2,25.97,71.96,0.0,32.09,0.0,5.627074875153881e-11,1.7310119752648208e-11
6.98,107.0,5.2,27.48,75.74,0.0,24.66,0.0,5.315713766584093e-11,1.6823378375503494e-11
7.85,111.0,5.2,31.47,78.27,0.0,19.68,0.0,5.086578551796493e-11,1.6734217366392215e-11
8.72,114.0,6.1,35.45,80.37,0.0,13.34,0.0,4.829950418844697e-11,1.667355282321113e-11
9.6,115.0,6.1,36.42,78.73,0.0,7.13,0.0,4.464511053096532e-11,1.4940069664016313e-11
10.47,111.0,5.6,37.82,74.74,0.0,3.83,0.0,3.813719353543693e-11,1.307264807112195e-11
11.35,110.0,5.6,41.81,70.87,0.0,2.47,0.0,3.454927701191297e-11,1.2161786796686107e-11
12.31,111.0,5.2,40.2,67.15,0.0,1.7,0.0,3.2436751934689256e-11,1.0189897945324904e-11
13.12,109.0,4.8,38.58,64.51,0.0,1.38,0.0,2.934733135977125e-11,8.816269458206853e-12
14.05,108.0,4.4,38.15,61.97,0.0,1.09,0.0,2.6904234617863677e-11,7.786088612325791e-12
14.98,109.0,5.2,39.01,59.84,0.0,0.89,0.0,2.5703403700947848e-11,7.165611585229627e-12
16.03,111.0,5.3,38.26,57.82,0.0,0.71,0.0,2.49093210427963e-11,6.338834498255294e-12
16.95,110.0,4.9,36.53,56.23,0.0,0.5,0.0,2.3134766612696884e-11,5.5740397138177134e-12
17.88,109.0,4.9,37.39,54.53,0.0,0.34,0.0,2.1534507127527898e-11,5.2286975035158515e-12
18.93,110.0,5.3,36.86,52.76,0.0,0.26,0.0,2.0714965350513056e-11,4.708748562287692e-12
19.97,112.0,10.2,35.67,51.32,0.0,0.18,0.0,2.0356702760772983e-11,4.2018482109310356e-12
21.02,113.0,11.5,35.35,49.87,0.0,0.0,0.0,1.9686732042580756e-11,3.843809300627676e-12
