Rad,Vobs,errV,Vgas,Vdisk,Vbul,SBdisk,SBbul,g_obs,g_bar
0.14,5.23,5.31,-0.97,4.32,0.0,79.35,0.0,6.33176513145419e-12,1.9422221768967864e-12
0.42,15.4,7.78,0.23,11.34,0.0,66.89,0.0,1.8299600390643233e-11,4.96539085367754e-12
0.69,24.4,4.0,3.77,17.59,0.0,63.43,0.0,2.7962758812620908e-11,7.933660192511329e-12
0.97,32.1,4.0,5.25,23.49,0.0,52.56,0.0,3.442609678523843e-11,1.0138378757996724e-11
1.25,34.6,4.0,5.18,27.96,0.0,40.76,0.0,3.1037850678152235e-11,1.0829730301624795e-11
1.52,37.9,4.0,-5.25,30.3,0.0,26.46,0.0,3.062557749928988e-11,9.199602302502313e-12
1.8,40.5,4.0,-9.36,30.65,0.0,21.33,0.0,2.9531601279764426e-11,6.879483966553938e-12
2.07,43.0,4.0,-9.36,30.82,0.0,17.73,0.0,2.8947830469260084e-11,6.0639614672984925e-12
2.35,45.1,4.0,-7.81,31.07,0.0,15.71,0.0,2.805011695137198e-11,5.815148860196196e-12
2.63,45.6,4.0,-5.6,31.29,0.0,14.32,0.0,2.562261149951377e-11,5.6457585204513875e-12
2.91,49.2,13.0,-4.88,31.96,0.0,13.15,0.0,2.6957938077147137e-11,5.422529818794466e-12
3.19,50.3,4.0,-6.06,32.66,0.0,11.82,0.0,2.5703646626131622e-11,5.045194402696763e-12
3.46,53.7,4.19,-7.65,33.34,0.0,10.46,0.0,2.700983477071097e-11,4.65749906954642e-12
3.74,58.0,7.53,-8.9,33.79,0.0,9.02,0.0,2.914968323910933e-11,4.260429403990345e-12
4.01,64.4,4.0,-9.52,33.93,0.0,7.85,0.0,3.351790123693341e-11,3.919581524776693e-12
4.29,67.5,4.0,-10.37,34.12,0.0,7.26,0.0,3.441911571068115e-11,3.5848782850454766e-12
4.57,71.3,4.0,-8.76,34.51,0.0,6.6,0.0,3.605058483277668e-11,3.678550067812766e-12
4.85,75.6,4.0,1.41,34.99,0.0,5.83,0.0,3.8190144995192264e-11,4.103682881844563e-12
5.13,80.0,4.0,9.52,35.27,0.0,4.74,0.0,4.043077476753754e-11,4.501820524672201e-12
5.4,82.8,4.0,17.13,35.21,0.0,4.0,0.0,4.114493386533763e-11,5.481171723139828e-12
5.68,84.8,15.7,23.98,35.26,0.0,3.57,0.0,4.1029178706473697e-11,6.827741134137266e-12
5.86,86.3,16.8,27.31,35.38,0.0,3.09,0.0,4.118825854956553e-11,7.586013396769334e-12
6.36,90.2,8.07,36.83,34.91,0.0,1.48,0.0,4.145772002246802e-11,1.0016876554250188e-11
6.51,91.3,4.0,39.02,34.54,0.0,1.14,0.0,4.149636178115248e-11,1.0549041251943394e-11
6.69,92.8,8.75,38.64,34.02,0.0,0.79,0.0,4.1717597489466125e-11,1.0035902885252415e-11
