Rad,Vobs,errV,Vgas,Vdisk,Vbul,SBdisk,SBbul,g_obs,g_bar
2.67,221.0,20.0,-12.02,317.9,136.84,2029.41,0.0,5.928198550597657e-10,7.706664733278334e-10
3.21,237.0,13.0,-12.52,344.05,124.77,1695.43,0.0,5.670758004292445e-10,7.059622528246281e-10
3.74,249.0,8.0,-12.91,365.51,115.63,1209.56,0.0,5.372501517562478e-10,6.584788645983542e-10
4.27,250.0,5.0,-12.71,368.89,108.22,879.42,0.0,4.743529405679788e-10,5.77393554750266e-10
4.81,253.0,5.0,-11.52,367.77,101.96,718.98,0.0,4.312661986924683e-10,5.037812641096065e-10
5.35,257.0,5.0,-9.56,371.23,96.68,558.39,0.0,4.0009389032261033e-10,4.564796853938933e-10
5.88,257.0,5.0,-6.26,365.05,92.22,415.53,0.0,3.6403100565067435e-10,3.998324320063301e-10
6.41,257.0,5.0,4.8,360.1,88.33,334.62,0.0,3.339317181319758e-10,3.555280348596678e-10
7.48,257.0,5.0,12.22,345.54,81.76,196.95,0.0,2.861634108590862e-10,2.795716420406991e-10
8.55,255.0,5.0,16.59,324.23,76.48,125.71,0.0,2.464697933680433e-10,2.157949942306282e-10
9.62,248.0,6.0,22.45,311.29,72.1,108.76,0.0,2.0719427177726233e-10,1.771770473006826e-10
10.66,247.0,6.0,28.21,299.93,68.49,79.7,0.0,1.854753318022476e-10,1.4914401503285397e-10
11.74,246.0,6.0,33.77,288.64,65.26,68.87,0.0,1.6705195869782405e-10,1.2636870895538436e-10
12.83,244.0,6.0,38.94,280.42,62.43,55.08,0.0,1.5038428355969152e-10,1.100356094942692e-10
13.91,242.0,4.0,43.31,272.13,59.96,43.42,0.0,1.3644356458464607e-10,9.650058862570097e-11
15.0,238.0,3.0,45.59,263.74,57.74,35.37,0.0,1.2238046806701244e-10,8.467416786364069e-11
16.08,236.0,3.0,47.38,256.44,55.77,30.67,0.0,1.1225027570499762e-10,7.518044893506898e-11
17.07,233.0,3.0,49.66,250.86,54.12,27.32,0.0,1.0306893196992492e-10,6.831222429136247e-11
18.15,234.0,3.0,53.93,245.89,52.49,23.83,0.0,9.776975801712032e-11,6.26158394872209e-11
19.24,236.0,3.0,57.71,242.0,50.98,19.98,0.0,9.381415973681714e-11,5.799667014661921e-11
20.32,237.0,3.0,60.09,237.62,49.61,14.17,0.0,8.958234839458043e-11,5.353226210365514e-11
21.41,238.0,3.0,61.78,231.06,48.33,9.38,0.0,8.574063619828054e-11,4.865888943037547e-11
22.49,240.0,3.0,63.67,224.49,47.15,7.57,0.0,8.300083908480251e-11,4.439382691961465e-11
23.48,238.0,3.0,64.56,219.56,46.15,6.48,0.0,7.818173002577455e-11,4.1078625078058504e-11
24.57,237.0,3.0,62.97,214.35,45.11,5.34,0.0,7.408682618550567e-11,3.741025377057415e-11
25.65,236.0,3.0,61.48,209.72,44.15,4.39,0.0,7.036976348289908e-11,3.4284646762302017e-11
26.74,238.0,3.0,60.79,205.21,43.24,3.53,0.0,6.865022516848118e-11,3.158339933104281e-11
27.82,239.0,3.0,59.4,200.95,42.4,2.83,0.0,6.654081733351179e-11,2.909623747120919e-11
28.91,239.0,3.0,57.31,196.85,41.59,2.28,0.0,6.403201446621577e-11,2.6758240248178516e-11
29.89,241.0,4.0,55.13,193.34,40.9,1.87,0.0,6.297347003686578e-11,2.4829488794878575e-11
30.98,236.0,4.0,52.84,189.65,40.18,1.51,0.0,5.826289326456945e-11,2.2915311359683234e-11
32.06,236.0,5.0,51.55,186.2,39.49,1.22,0.0,5.6300200665513456e-11,2.1312970413885423e-11
33.15,239.0,5.0,51.35,182.89,38.84,0.98,0.0,5.5842097683809895e-11,1.9960052979354625e-11
34.23,237.0,5.0,50.86,179.88,38.22,0.79,0.0,5.3178887507387516e-11,1.8734302865092405e-11
35.32,241.0,7.0,49.27,177.27,37.63,0.0,0.0,5.329210134207015e-11,1.7553674766393793e-11
36.31,238.0,9.0,47.97,173.78,37.11,0.0,0.0,5.0556513935697786e-11,1.6391213287479788e-11
