Rad,Vobs,errV,Vgas,Vdisk,Vbul,SBdisk,SBbul,g_obs,g_bar,err_g_obs,err_log_g_obs
0.92,234.0,12.0,-5.19,121.44,254.98,2850.07,1353.62,1.9288272913160145e-09,1.8619425729132343e-09,1.9782844013497585e-10,0.0445430237849489
2.32,192.0,12.0,-10.42,280.89,185.98,1970.54,19.18,5.149486540737127e-10,8.877641589541043e-10,6.436858175921408e-11,0.05428681023790647
3.24,212.0,6.3,-11.44,325.09,158.37,904.93,1.73,4.4954810002463455e-10,7.028452115994676e-10,2.6718424812784885e-11,0.025811841848966854
4.17,223.0,4.41,-11.64,311.44,139.66,398.34,0.15,3.8647653072048506e-10,4.819620754871801e-10,1.5285753367509768e-11,0.01717702838738422
5.1,222.0,4.01,-11.54,293.95,126.35,271.63,0.01,3.1317365985570567e-10,3.4469916902157886e-10,1.1313751135327745e-11,0.015689377229117472
6.03,224.0,3.85,-11.44,280.55,116.3,183.28,0.0,2.696672332554802e-10,2.616876104752658e-10,9.269811143157132e-12,0.014928872815424278
6.96,224.0,3.23,-9.02,271.7,108.06,131.67,0.0,2.336341115704807e-10,2.0954692227447115e-10,6.7378408961844e-12,0.012524742647745566
7.89,226.0,3.4,6.44,260.33,101.6,102.27,0.0,2.097921964689721e-10,1.6903444762394854e-10,6.312331575172612e-12,0.013067267597088993
8.8,226.0,3.21,16.24,254.4,96.17,60.87,0.0,1.8809777615229428e-10,1.4398445723566521e-10,5.343308508397032e-12,0.012337037937251664
9.73,227.0,2.75,25.64,241.26,91.46,35.23,0.0,1.7162807403121383e-10,1.1862669590883543e-10,4.1583894589060615e-12,0.010522553526290241
10.64,227.0,2.65,32.27,231.49,87.46,35.29,0.0,1.5694935717328105e-10,1.0109050276251653e-10,3.664456356909205e-12,0.010139915216243325
11.58,224.0,2.35,35.44,224.36,83.84,17.47,0.0,1.4042257482992625e-10,8.77224110179517e-11,2.946366525449345e-12,0.009112428861362872
12.52,220.0,2.43,42.18,213.5,80.63,15.2,0.0,1.2528252207195277e-10,7.537947854467674e-11,2.76760480577132e-12,0.009593959918408198
13.46,218.0,2.3,46.37,208.0,77.76,12.53,0.0,1.1442406758995507e-10,6.745157023207172e-11,2.41445280235685e-12,0.009164012003463113
14.4,217.0,2.77,49.33,200.84,75.18,6.77,0.0,1.0597573332287968e-10,5.977037746446265e-11,2.7055555880587713e-12,0.011087518109419423
15.33,216.0,4.43,49.33,193.84,72.86,4.92,0.0,9.863131021030259e-11,5.2715888811700856e-11,4.045710224367041e-12,0.017814116248438937
16.27,210.0,4.47,47.29,188.07,70.73,3.39,0.0,8.78416513136171e-11,4.6656504655757623e-11,3.739544584493985e-12,0.018488536515309864
17.11,208.0,4.35,45.04,182.56,68.97,0.0,0.0,8.194568977255879e-11,4.17124491148863e-11,3.4275360626022185e-12,0.018165201887299476
